,Variable Name,Variable Label,Variable Type
4299,ener_solwind_act_pop_2_2_oe,ENER_SOLWIND_ACT_POP_2_2_OE,Numeric
4300,ener_solwind_act_pop_2_96,Don't know,Numeric
4301,ener_solwind_plan_life_2,##ENER_SOLWIND_TYPE-RC## Planned/ designed economic life of the constructed faci,Integer
4302,ener_solwind_plan_life_2_oe,ENER_SOLWIND_PLAN_LIFE_2_OE,Numeric
4303,ener_solwind_est_life_2,##ENER_SOLWIND_TYPE-RC## Estimated economic life of the constructed facility (ye,Integer
4304,ener_solwind_est_life_2_oe,ENER_SOLWIND_EST_LIFE_2_OE,Numeric
4305,ener_solwind_rework_2,##ENER_SOLWIND_TYPE-RC## Rework required not completed prior to award end date,Integer
4306,ener_solwind_rework_2_oe,ENER_SOLWIND_REWORK_2_OE,String
4307,ener_solwind_gps_2_file,Type 2: ENER_SOLWIND_GPS : File,Numeric
4308,ener_solwind_gps_2_gpscoordinate,Type 2: ##ENER_SOLWIND_TYPE-RC## GPS coordinates for all related construction st,String
4309,ener_solwind_gps_2_refusalmsg,Type 2: ENER_SOLWIND_GPS : Refusal Message,String
4313,ener_hydroelec_type,For hydroelectric energy generation,Integer
4314,ener_hydroelec_type_1,Streaming/Run of the river,Numeric
4324,ener_hydroelec_plan_sites_1,##ENER_HYDROELEC_TYPE-RC## Planned # of sites (by location),Numeric
4325,ener_hydroelec_plan_sites_1_1,Urban:,Numeric
4326,ener_hydroelec_plan_sites_1_1_oe,ENER_HYDROELEC_PLAN_SITES_1_1_OE,Numeric
4327,ener_hydroelec_plan_sites_1_2,Rural:,Numeric
4328,ener_hydroelec_plan_sites_1_2_oe,ENER_HYDROELEC_PLAN_SITES_1_2_OE,Numeric
4329,ener_hydroelec_plan_sites_1_96,Don't know,Numeric
4330,ener_hydroelec_act_sites_1,##ENER_HYDROELEC_TYPE-RC## Actual/ Estimated # of sites (by location),Integer
4331,ener_hydroelec_act_sites_1_1,Urban:,Numeric
4332,ener_hydroelec_act_sites_1_1_oe,ENER_HYDROELEC_ACT_SITES_1_1_OE,Numeric
4333,ener_hydroelec_act_sites_1_2,Rural:,Numeric
4334,ener_hydroelec_act_sites_1_2_oe,ENER_HYDROELEC_ACT_SITES_1_2_OE,Numeric
4335,ener_hydroelec_act_sites_1_96,Don't know,Numeric
4336,ener_hydroelec_plan_mwgen_1,"##ENER_HYDROELEC_TYPE-RC## Planned typical generation capacity (MW, by location)",Integer
4337,ener_hydroelec_plan_mwgen_1_1,Urban:,Numeric
4338,ener_hydroelec_plan_mwgen_1_1_oe,ENER_HYDROELEC_PLAN_MWGEN_1_1_OE,double
4339,ener_hydroelec_plan_mwgen_1_2,Rural:,Numeric
4340,ener_hydroelec_plan_mwgen_1_2_oe,ENER_HYDROELEC_PLAN_MWGEN_1_2_OE,double
4341,ener_hydroelec_plan_mwgen_1_96,Don't know,Numeric
4342,ener_hydroelec_act_mwgen_1,"##ENER_HYDROELEC_TYPE-RC## Actual typical generation capacity (MW, by location)",Integer
4343,ener_hydroelec_act_mwgen_1_1,Urban:,Numeric
4344,ener_hydroelec_act_mwgen_1_1_oe,ENER_HYDROELEC_ACT_MWGEN_1_1_OE,double
4345,ener_hydroelec_act_mwgen_1_2,Rural:,Numeric
4346,ener_hydroelec_act_mwgen_1_2_oe,ENER_HYDROELEC_ACT_MWGEN_1_2_OE,double
4347,ener_hydroelec_act_mwgen_1_96,Don't know,Numeric
4348,ener_hydroelec_plan_pop_1,##ENER_HYDROELEC_TYPE-RC## Planned population served (by location),Numeric
4349,ener_hydroelec_plan_pop_1_1,Urban:,Numeric
4350,ener_hydroelec_plan_pop_1_1_oe,ENER_HYDROELEC_PLAN_POP_1_1_OE,String
4351,ener_hydroelec_plan_pop_1_2,Rural:,Numeric
4352,ener_hydroelec_plan_pop_1_2_oe,ENER_HYDROELEC_PLAN_POP_1_2_OE,Integer
4353,ener_hydroelec_plan_pop_1_96,Don't know,Numeric
4354,ener_hydroelec_act_pop_1,##ENER_HYDROELEC_TYPE-RC## Actual population served (by location),Integer
4355,ener_hydroelec_act_pop_1_1,Urban:,Numeric
4356,ener_hydroelec_act_pop_1_1_oe,ENER_HYDROELEC_ACT_POP_1_1_OE,long
4357,ener_hydroelec_act_pop_1_2,Rural:,Numeric
4358,ener_hydroelec_act_pop_1_2_oe,ENER_HYDROELEC_ACT_POP_1_2_OE,Integer
4359,ener_hydroelec_act_pop_1_96,Don't know,Numeric
4363,ener_hydroelec_plan_life_1_oe,ENER_HYDROELEC_PLAN_LIFE_1_OE,Numeric
4367,ener_hydroelec_est_life_1_oe,ENER_HYDROELEC_EST_LIFE_1_OE,Numeric
4375,ener_hydroelec_rework_1_oe,ENER_HYDROELEC_REWORK_1_OE,Numeric
4376,ener_hydroelec_gps_1_file,Type 1: ENER_HYDROELEC_GPS : File,Numeric
4377,ener_hydroelec_gps_1_gpscoordina,Type 1: ##ENER_HYDROELEC_TYPE-RC## GPS coordinates for all related construction ,String
4378,ener_hydroelec_gps_1_refusalmsg,Type 1: ENER_HYDROELEC_GPS : Refusal Message,String
4382,ener_elec_natgas_type,"For electricity or natural gas transmission lines, please select all that apply ",Integer
4383,ener_elec_natgas_type_1,High voltage electrical transmission lines (110kv),Numeric
4384,ener_elec_natgas_type_2,Low voltage electrical distribution lines,Numeric
4385,ener_elec_natgas_type_3,High pressure pipelines for natural gas,Numeric
4386,ener_elec_natgas_type_4,Distribution networks for natural gas,Numeric
4396,ener_elec_natgas_plan_seg_1,##ENER_ELEC_NATGAS_TYPE-RC## Planned # of segments (by location),Numeric
4397,ener_elec_natgas_plan_seg_1_1,Urban:,Numeric
4398,ener_elec_natgas_plan_seg_1_1_oe,ENER_ELEC_NATGAS_PLAN_SEGMENTS_1_1_OE,Numeric
4399,ener_elec_natgas_plan_seg_1_2,Rural:,Numeric
4400,ener_elec_natgas_plan_seg_1_2_oe,ENER_ELEC_NATGAS_PLAN_SEGMENTS_1_2_OE,Numeric
4401,ener_elec_natgas_plan_seg_1_96,Don't know,Numeric
4402,ener_elec_natgas_act_seg_1,##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated # of segments (by location),Numeric
4403,ener_elec_natgas_act_seg_1_1,Urban:,Numeric
4404,ener_elec_natgas_act_seg_1_1_oe,ENER_ELEC_NATGAS_ACT_SEGMENTS_1_1_OE,Numeric
4405,ener_elec_natgas_act_seg_1_2,Rural:,Numeric
4406,ener_elec_natgas_act_seg_1_2_oe,ENER_ELEC_NATGAS_ACT_SEGMENTS_1_2_OE,Numeric
4407,ener_elec_natgas_act_seg_1_96,Don't know,Numeric
4408,ener_elec_natgas_plan_km_1,"##ENER_ELEC_NATGAS_TYPE-RC## Planned length (km, by location)",Integer
4409,ener_elec_natgas_plan_km_1_1,Urban:,Numeric
4410,ener_elec_natgas_plan_km_1_1_oe,ENER_ELEC_NATGAS_PLAN_KM_1_1_OE,String
4411,ener_elec_natgas_plan_km_1_2,Rural:,Numeric
4412,ener_elec_natgas_plan_km_1_2_oe,ENER_ELEC_NATGAS_PLAN_KM_1_2_OE,double
4413,ener_elec_natgas_plan_km_1_96,Don't know,Numeric
4414,ener_elec_natgas_act_km_1,"##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated length (km, by location)",Numeric
4415,ener_elec_natgas_act_km_1_1,Urban:,Numeric
4416,ener_elec_natgas_act_km_1_1_oe,ENER_ELEC_NATGAS_ACT_KM_1_1_OE,String
4417,ener_elec_natgas_act_km_1_2,Rural:,Numeric
4418,ener_elec_natgas_act_km_1_2_oe,ENER_ELEC_NATGAS_ACT_KM_1_2_OE,double
4419,ener_elec_natgas_act_km_1_96,Don't know,Numeric
4420,ener_elec_natgas_plan_sub_1,##ENER_ELEC_NATGAS_TYPE-RC## Planned # of sub-stations (by location),Integer
4421,ener_elec_natgas_plan_sub_1_1,Urban:,Numeric
4422,ener_elec_natgas_plan_sub_1_1_oe,ENER_ELEC_NATGAS_PLAN_SUBSTAT_1_1_OE,Numeric
4423,ener_elec_natgas_plan_sub_1_2,Rural:,Numeric
4424,ener_elec_natgas_plan_sub_1_2_oe,ENER_ELEC_NATGAS_PLAN_SUBSTAT_1_2_OE,Numeric
4425,ener_elec_natgas_plan_sub_1_96,Don't know,Numeric
4426,ener_elec_natgas_act_sub_1,##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated # of sub-stations (by location),Numeric
4427,ener_elec_natgas_act_sub_1_1,Urban:,Numeric
4428,ener_elec_natgas_act_sub_1_1_oe,ENER_ELEC_NATGAS_ACT_SUBSTAT_1_1_OE,Numeric
4429,ener_elec_natgas_act_sub_1_2,Rural:,Numeric
4430,ener_elec_natgas_act_sub_1_2_oe,ENER_ELEC_NATGAS_ACT_SUBSTAT_1_2_OE,Numeric
4431,ener_elec_natgas_act_sub_1_96,Don't know,Numeric
4435,ener_elec_natgas_plan_life_1_oe,ENER_ELEC_NATGAS_PLAN_LIFE_1_OE,Numeric
4439,ener_elec_natgas_est_life_1_oe,ENER_ELEC_NATGAS_EST_LIFE_1_OE,Numeric
4447,ener_elec_natgas_rework_1_oe,ENER_ELEC_NATGAS_REWORK_1_OE,String
4448,ener_elec_natgas_gps_1_file,Type 1: ENER_ELEC_NATGAS_GPS : File,String
4449,ener_elec_natgas_gps_1_gpscoordi,Type 1: ##ENER_ELEC_NATGAS_TYPE-RC## GPS coordinates for all related constructio,String
4450,ener_elec_natgas_gps_1_refusalms,Type 1: ENER_ELEC_NATGAS_GPS : Refusal Message,String
4460,ener_elec_natgas_plan_seg_2,##ENER_ELEC_NATGAS_TYPE-RC## Planned # of segments (by location),Numeric
4461,ener_elec_natgas_plan_seg_2_1,Urban:,Numeric
4462,ener_elec_natgas_plan_seg_2_1_oe,ENER_ELEC_NATGAS_PLAN_SEGMENTS_2_1_OE,Numeric
4463,ener_elec_natgas_plan_seg_2_2,Rural:,Numeric
4464,ener_elec_natgas_plan_seg_2_2_oe,ENER_ELEC_NATGAS_PLAN_SEGMENTS_2_2_OE,Numeric
4465,ener_elec_natgas_plan_seg_2_96,Don't know,Numeric
4466,ener_elec_natgas_act_seg_2,##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated # of segments (by location),Numeric
4467,ener_elec_natgas_act_seg_2_1,Urban:,Numeric
4468,ener_elec_natgas_act_seg_2_1_oe,ENER_ELEC_NATGAS_ACT_SEGMENTS_2_1_OE,Numeric
4469,ener_elec_natgas_act_seg_2_2,Rural:,Numeric
4470,ener_elec_natgas_act_seg_2_2_oe,ENER_ELEC_NATGAS_ACT_SEGMENTS_2_2_OE,Numeric
4471,ener_elec_natgas_act_seg_2_96,Don't know,Numeric
4472,ener_elec_natgas_plan_km_2,"##ENER_ELEC_NATGAS_TYPE-RC## Planned length (km, by location)",Numeric
4473,ener_elec_natgas_plan_km_2_1,Urban:,Numeric
4474,ener_elec_natgas_plan_km_2_1_oe,ENER_ELEC_NATGAS_PLAN_KM_2_1_OE,double
4475,ener_elec_natgas_plan_km_2_2,Rural:,Numeric
4476,ener_elec_natgas_plan_km_2_2_oe,ENER_ELEC_NATGAS_PLAN_KM_2_2_OE,Numeric
4477,ener_elec_natgas_plan_km_2_96,Don't know,Numeric
4478,ener_elec_natgas_act_km_2,"##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated length (km, by location)",Numeric
4479,ener_elec_natgas_act_km_2_1,Urban:,Numeric
4480,ener_elec_natgas_act_km_2_1_oe,ENER_ELEC_NATGAS_ACT_KM_2_1_OE,double
4481,ener_elec_natgas_act_km_2_2,Rural:,Numeric
4482,ener_elec_natgas_act_km_2_2_oe,ENER_ELEC_NATGAS_ACT_KM_2_2_OE,Numeric
4483,ener_elec_natgas_act_km_2_96,Don't know,Numeric
4484,ener_elec_natgas_plan_sub_2,##ENER_ELEC_NATGAS_TYPE-RC## Planned # of sub-stations (by location),Numeric
4485,ener_elec_natgas_plan_sub_2_1,Urban:,Numeric
4486,ener_elec_natgas_plan_sub_2_1_oe,ENER_ELEC_NATGAS_PLAN_SUBSTAT_2_1_OE,Numeric
4487,ener_elec_natgas_plan_sub_2_2,Rural:,Numeric
4488,ener_elec_natgas_plan_sub_2_2_oe,ENER_ELEC_NATGAS_PLAN_SUBSTAT_2_2_OE,Numeric
4489,ener_elec_natgas_plan_sub_2_96,Don't know,Numeric
4490,ener_elec_natgas_act_sub_2,##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated # of sub-stations (by location),Integer
4491,ener_elec_natgas_act_sub_2_1,Urban:,Numeric
4492,ener_elec_natgas_act_sub_2_1_oe,ENER_ELEC_NATGAS_ACT_SUBSTAT_2_1_OE,Numeric
4493,ener_elec_natgas_act_sub_2_2,Rural:,Numeric
4494,ener_elec_natgas_act_sub_2_2_oe,ENER_ELEC_NATGAS_ACT_SUBSTAT_2_2_OE,Numeric
4495,ener_elec_natgas_act_sub_2_96,Don't know,Numeric
4499,ener_elec_natgas_plan_life_2_oe,ENER_ELEC_NATGAS_PLAN_LIFE_2_OE,Numeric
4503,ener_elec_natgas_est_life_2_oe,ENER_ELEC_NATGAS_EST_LIFE_2_OE,Numeric
4511,ener_elec_natgas_rework_2_oe,ENER_ELEC_NATGAS_REWORK_2_OE,String
4512,ener_elec_natgas_gps_2_file,Type 2: ENER_ELEC_NATGAS_GPS : File,Numeric
4513,ener_elec_natgas_gps_2_gpscoordi,Type 2: ##ENER_ELEC_NATGAS_TYPE-RC## GPS coordinates for all related constructio,String
4514,ener_elec_natgas_gps_2_refusalms,Type 2: ENER_ELEC_NATGAS_GPS : Refusal Message,String
4524,ener_elec_natgas_plan_seg_3,##ENER_ELEC_NATGAS_TYPE-RC## Planned # of segments (by location),Numeric
4525,ener_elec_natgas_plan_seg_3_1,Urban:,Numeric
4526,ener_elec_natgas_plan_seg_3_1_oe,ENER_ELEC_NATGAS_PLAN_SEGMENTS_3_1_OE,Numeric
4527,ener_elec_natgas_plan_seg_3_2,Rural:,Numeric
4528,ener_elec_natgas_plan_seg_3_2_oe,ENER_ELEC_NATGAS_PLAN_SEGMENTS_3_2_OE,Numeric
4529,ener_elec_natgas_plan_seg_3_96,Don't know,Numeric
4530,ener_elec_natgas_act_seg_3,##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated # of segments (by location),Numeric
4531,ener_elec_natgas_act_seg_3_1,Urban:,Numeric
4532,ener_elec_natgas_act_seg_3_1_oe,ENER_ELEC_NATGAS_ACT_SEGMENTS_3_1_OE,Numeric
4533,ener_elec_natgas_act_seg_3_2,Rural:,Numeric
4534,ener_elec_natgas_act_seg_3_2_oe,ENER_ELEC_NATGAS_ACT_SEGMENTS_3_2_OE,Numeric
4535,ener_elec_natgas_act_seg_3_96,Don't know,Numeric
4536,ener_elec_natgas_plan_km_3,"##ENER_ELEC_NATGAS_TYPE-RC## Planned length (km, by location)",Numeric
4537,ener_elec_natgas_plan_km_3_1,Urban:,Numeric
4538,ener_elec_natgas_plan_km_3_1_oe,ENER_ELEC_NATGAS_PLAN_KM_3_1_OE,Numeric
4539,ener_elec_natgas_plan_km_3_2,Rural:,Numeric
4540,ener_elec_natgas_plan_km_3_2_oe,ENER_ELEC_NATGAS_PLAN_KM_3_2_OE,Numeric
4541,ener_elec_natgas_plan_km_3_96,Don't know,Numeric
4542,ener_elec_natgas_act_km_3,"##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated length (km, by location)",Numeric
4543,ener_elec_natgas_act_km_3_1,Urban:,Numeric
4544,ener_elec_natgas_act_km_3_1_oe,ENER_ELEC_NATGAS_ACT_KM_3_1_OE,Numeric
4545,ener_elec_natgas_act_km_3_2,Rural:,Numeric
4546,ener_elec_natgas_act_km_3_2_oe,ENER_ELEC_NATGAS_ACT_KM_3_2_OE,Numeric
4547,ener_elec_natgas_act_km_3_96,Don't know,Numeric
4548,ener_elec_natgas_plan_sub_3,##ENER_ELEC_NATGAS_TYPE-RC## Planned # of sub-stations (by location),Numeric
4549,ener_elec_natgas_plan_sub_3_1,Urban:,Numeric
4550,ener_elec_natgas_plan_sub_3_1_oe,ENER_ELEC_NATGAS_PLAN_SUBSTAT_3_1_OE,Numeric
4551,ener_elec_natgas_plan_sub_3_2,Rural:,Numeric
4552,ener_elec_natgas_plan_sub_3_2_oe,ENER_ELEC_NATGAS_PLAN_SUBSTAT_3_2_OE,Numeric
4553,ener_elec_natgas_plan_sub_3_96,Don't know,Numeric
4554,ener_elec_natgas_act_sub_3,##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated # of sub-stations (by location),Numeric
4555,ener_elec_natgas_act_sub_3_1,Urban:,Numeric
4556,ener_elec_natgas_act_sub_3_1_oe,ENER_ELEC_NATGAS_ACT_SUBSTAT_3_1_OE,Numeric
4557,ener_elec_natgas_act_sub_3_2,Rural:,Numeric
4558,ener_elec_natgas_act_sub_3_2_oe,ENER_ELEC_NATGAS_ACT_SUBSTAT_3_2_OE,Numeric
4559,ener_elec_natgas_act_sub_3_96,Don't know,Numeric
4563,ener_elec_natgas_plan_life_3_oe,ENER_ELEC_NATGAS_PLAN_LIFE_3_OE,String
4567,ener_elec_natgas_est_life_3_oe,ENER_ELEC_NATGAS_EST_LIFE_3_OE,Numeric
4575,ener_elec_natgas_rework_3_oe,ENER_ELEC_NATGAS_REWORK_3_OE,Numeric
4576,ener_elec_natgas_gps_3_file,Type 3: ENER_ELEC_NATGAS_GPS : File,String
4577,ener_elec_natgas_gps_3_gpscoordi,Type 3: ##ENER_ELEC_NATGAS_TYPE-RC## GPS coordinates for all related constructio,String
4578,ener_elec_natgas_gps_3_refusalms,Type 3: ENER_ELEC_NATGAS_GPS : Refusal Message,String
4588,ener_elec_natgas_plan_seg_4,##ENER_ELEC_NATGAS_TYPE-RC## Planned # of segments (by location),Numeric
4589,ener_elec_natgas_plan_seg_4_1,Urban:,Numeric
4590,ener_elec_natgas_plan_seg_4_1_oe,ENER_ELEC_NATGAS_PLAN_SEGMENTS_4_1_OE,Numeric
4591,ener_elec_natgas_plan_seg_4_2,Rural:,Numeric
4592,ener_elec_natgas_plan_seg_4_2_oe,ENER_ELEC_NATGAS_PLAN_SEGMENTS_4_2_OE,Numeric
4593,ener_elec_natgas_plan_seg_4_96,Don't know,Numeric
4594,ener_elec_natgas_act_seg_4,##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated # of segments (by location),Numeric
4595,ener_elec_natgas_act_seg_4_1,Urban:,Numeric
4596,ener_elec_natgas_act_seg_4_1_oe,ENER_ELEC_NATGAS_ACT_SEGMENTS_4_1_OE,Numeric
4597,ener_elec_natgas_act_seg_4_2,Rural:,Numeric
4598,ener_elec_natgas_act_seg_4_2_oe,ENER_ELEC_NATGAS_ACT_SEGMENTS_4_2_OE,Numeric
4599,ener_elec_natgas_act_seg_4_96,Don't know,Numeric
4600,ener_elec_natgas_plan_km_4,"##ENER_ELEC_NATGAS_TYPE-RC## Planned length (km, by location)",Numeric
4601,ener_elec_natgas_plan_km_4_1,Urban:,Numeric
4602,ener_elec_natgas_plan_km_4_1_oe,ENER_ELEC_NATGAS_PLAN_KM_4_1_OE,Numeric
4603,ener_elec_natgas_plan_km_4_2,Rural:,Numeric
4604,ener_elec_natgas_plan_km_4_2_oe,ENER_ELEC_NATGAS_PLAN_KM_4_2_OE,Numeric
4605,ener_elec_natgas_plan_km_4_96,Don't know,Numeric
4606,ener_elec_natgas_act_km_4,"##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated length (km, by location)",Numeric
4607,ener_elec_natgas_act_km_4_1,Urban:,Numeric
4608,ener_elec_natgas_act_km_4_1_oe,ENER_ELEC_NATGAS_ACT_KM_4_1_OE,Numeric
4609,ener_elec_natgas_act_km_4_2,Rural:,Numeric
4610,ener_elec_natgas_act_km_4_2_oe,ENER_ELEC_NATGAS_ACT_KM_4_2_OE,Numeric
4611,ener_elec_natgas_act_km_4_96,Don't know,Numeric
4612,ener_elec_natgas_plan_sub_4,##ENER_ELEC_NATGAS_TYPE-RC## Planned # of sub-stations (by location),Numeric
4613,ener_elec_natgas_plan_sub_4_1,Urban:,Numeric
4614,ener_elec_natgas_plan_sub_4_1_oe,ENER_ELEC_NATGAS_PLAN_SUBSTAT_4_1_OE,Numeric
4615,ener_elec_natgas_plan_sub_4_2,Rural:,Numeric
4616,ener_elec_natgas_plan_sub_4_2_oe,ENER_ELEC_NATGAS_PLAN_SUBSTAT_4_2_OE,Numeric
4617,ener_elec_natgas_plan_sub_4_96,Don't know,Numeric
4618,ener_elec_natgas_act_sub_4,##ENER_ELEC_NATGAS_TYPE-RC## Actual/ Estimated # of sub-stations (by location),Numeric
4619,ener_elec_natgas_act_sub_4_1,Urban:,Numeric
4620,ener_elec_natgas_act_sub_4_1_oe,ENER_ELEC_NATGAS_ACT_SUBSTAT_4_1_OE,Numeric
4621,ener_elec_natgas_act_sub_4_2,Rural:,Numeric
4622,ener_elec_natgas_act_sub_4_2_oe,ENER_ELEC_NATGAS_ACT_SUBSTAT_4_2_OE,Numeric
4623,ener_elec_natgas_act_sub_4_96,Don't know,Numeric
4627,ener_elec_natgas_plan_life_4_oe,ENER_ELEC_NATGAS_PLAN_LIFE_4_OE,Numeric
4631,ener_elec_natgas_est_life_4_oe,ENER_ELEC_NATGAS_EST_LIFE_4_OE,Numeric
4639,ener_elec_natgas_rework_4_oe,ENER_ELEC_NATGAS_REWORK_4_OE,Numeric
4640,ener_elec_natgas_gps_4_file,Type 4: ENER_ELEC_NATGAS_GPS : File,Numeric
4641,ener_elec_natgas_gps_4_gpscoordi,Type 4: ##ENER_ELEC_NATGAS_TYPE-RC## GPS coordinates for all related constructio,Numeric
4642,ener_elec_natgas_gps_4_refusalms,Type 4: ENER_ELEC_NATGAS_GPS : Refusal Message,String
4646,telecomm_line_type,"For telecommunications lines, please select all that apply and provide as much i",Numeric
4647,telecomm_line_type_1,Copper tele-communications line,Numeric
4648,telecomm_line_type_2,Fiber-optic tele-communications line,Numeric
4653,telecomm_line_plan_segments_1,##TELECOMM_LINE_TYPE-RC## Planned # of segments (by location),Numeric
4654,telecomm_line_plan_segments_1_1,Urban:,Numeric
4655,telecomm_line_plan_segments_1_1_,TELECOMM_LINE_PLAN_SEGMENTS_1_1_,Numeric
4656,telecomm_line_plan_segments_1_2,Rural:,Numeric
4657,telecomm_line_plan_segments_1_2_,TELECOMM_LINE_PLAN_SEGMENTS_1_2_,Numeric
4658,telecomm_line_plan_segments_1_96,Don't know,Numeric
4659,telecomm_line_act_segments_1,##TELECOMM_LINE_TYPE-RC## Actual # of segments (by location),Numeric
4660,telecomm_line_act_segments_1_1,Urban:,Numeric
4661,telecomm_line_act_segments_1_1_o,TELECOMM_LINE_ACT_SEGMENTS_1_1_O,Numeric
4662,telecomm_line_act_segments_1_2,Rural:,Numeric
4663,telecomm_line_act_segments_1_2_o,TELECOMM_LINE_ACT_SEGMENTS_1_2_O,Numeric
4664,telecomm_line_act_segments_1_96,Don't know,Numeric
4665,telecomm_line_plan_km_1,"##TELECOMM_LINE_TYPE-RC## Planned length (km, by location))",Numeric
4666,telecomm_line_plan_km_1_1,Urban:,Numeric
4667,telecomm_line_plan_km_1_1_oe,TELECOMM_LINE_PLAN_KM_1_1_OE,Numeric
4668,telecomm_line_plan_km_1_2,Rural:,Numeric
4669,telecomm_line_plan_km_1_2_oe,TELECOMM_LINE_PLAN_KM_1_2_OE,Numeric
4670,telecomm_line_plan_km_1_96,Don't know,Numeric
4671,telecomm_line_act_km_1,##TELECOMM_LINE_TYPE-RC## Actual/ Estimated total km,Numeric
4672,telecomm_line_act_km_1_1,Urban:,Numeric
4673,telecomm_line_act_km_1_1_oe,TELECOMM_LINE_ACT_KM_1_1_OE,Numeric
4674,telecomm_line_act_km_1_2,Rural:,Numeric
4675,telecomm_line_act_km_1_2_oe,TELECOMM_LINE_ACT_KM_1_2_OE,Numeric
4676,telecomm_line_act_km_1_96,Don't know,Numeric
4680,telecomm_line_plan_life_1_oe,TELECOMM_LINE_PLAN_LIFE_1_OE,Numeric
4684,telecomm_line_est_life_1_oe,TELECOMM_LINE_EST_LIFE_1_OE,Numeric
4692,telecomm_line_rework_1_oe,TELECOMM_LINE_REWORK_1_OE,Numeric
4693,telecomm_line_gps_1_file,Type 1: TELECOMM_LINE_GPS : File,Numeric
4694,telecomm_line_gps_1_gpscoordinat,Type 1: ##TELECOMM_LINE_TYPE-RC## GPS coordinates for all related construction s,Numeric
4695,telecomm_line_gps_1_refusalmsg,Type 1: TELECOMM_LINE_GPS : Refusal Message,Numeric
4700,telecomm_line_plan_segments_2,##TELECOMM_LINE_TYPE-RC## Planned # of segments (by location),Numeric
4701,telecomm_line_plan_segments_2_1,Urban:,Numeric
4702,telecomm_line_plan_segments_2_1_,TELECOMM_LINE_PLAN_SEGMENTS_2_1_,Numeric
4703,telecomm_line_plan_segments_2_2,Rural:,Numeric
4704,telecomm_line_plan_segments_2_2_,TELECOMM_LINE_PLAN_SEGMENTS_2_2_,Numeric
4705,telecomm_line_plan_segments_2_96,Don't know,Numeric
4706,telecomm_line_act_segments_2,##TELECOMM_LINE_TYPE-RC## Actual # of segments (by location),Numeric
4707,telecomm_line_act_segments_2_1,Urban:,Numeric
4708,telecomm_line_act_segments_2_1_o,TELECOMM_LINE_ACT_SEGMENTS_2_1_O,Numeric
4709,telecomm_line_act_segments_2_2,Rural:,Numeric
4710,telecomm_line_act_segments_2_2_o,TELECOMM_LINE_ACT_SEGMENTS_2_2_O,Numeric
4711,telecomm_line_act_segments_2_96,Don't know,Numeric
4712,telecomm_line_plan_km_2,"##TELECOMM_LINE_TYPE-RC## Planned length (km, by location))",Numeric
4713,telecomm_line_plan_km_2_1,Urban:,Numeric
4714,telecomm_line_plan_km_2_1_oe,TELECOMM_LINE_PLAN_KM_2_1_OE,Numeric
4715,telecomm_line_plan_km_2_2,Rural:,Numeric
4716,telecomm_line_plan_km_2_2_oe,TELECOMM_LINE_PLAN_KM_2_2_OE,Numeric
4717,telecomm_line_plan_km_2_96,Don't know,Numeric
4718,telecomm_line_act_km_2,##TELECOMM_LINE_TYPE-RC## Actual/ Estimated total km,Numeric
4719,telecomm_line_act_km_2_1,Urban:,Numeric
4720,telecomm_line_act_km_2_1_oe,TELECOMM_LINE_ACT_KM_2_1_OE,Numeric
4721,telecomm_line_act_km_2_2,Rural:,Numeric
4722,telecomm_line_act_km_2_2_oe,TELECOMM_LINE_ACT_KM_2_2_OE,Numeric
4723,telecomm_line_act_km_2_96,Don't know,Numeric
4727,telecomm_line_plan_life_2_oe,TELECOMM_LINE_PLAN_LIFE_2_OE,Numeric
4731,telecomm_line_est_life_2_oe,TELECOMM_LINE_EST_LIFE_2_OE,Numeric
4739,telecomm_line_rework_2_oe,TELECOMM_LINE_REWORK_2_OE,Numeric
4740,telecomm_line_gps_2_file,Type 2: TELECOMM_LINE_GPS : File,Numeric
4741,telecomm_line_gps_2_gpscoordinat,Type 2: ##TELECOMM_LINE_TYPE-RC## GPS coordinates for all related construction s,Numeric
4742,telecomm_line_gps_2_refusalmsg,Type 2: TELECOMM_LINE_GPS : Refusal Message,Numeric
4746,telecomm_tower_type,"For telecommunications towers, please select all that apply and provide as much ",Numeric
4747,telecomm_tower_type_1,Mobile tele-communications tower,Numeric
4748,telecomm_tower_type_2,Microwave tele-communications tower,Numeric
4758,telecomm_tower_plan_sites_1,##TELECOMM_TOWER_TYPE-RC## Planned # of sites (by location),Numeric
4759,telecomm_tower_plan_sites_1_96,Don't know,Numeric
4760,telecomm_tower_plan_sites_1_1,Urban:,Numeric
4761,telecomm_tower_plan_sites_1_1_oe,TELECOMM_TOWER_PLAN_SITES_1_1_OE,Numeric
4762,telecomm_tower_plan_sites_1_2,Rural:,Numeric
